Time,Command
0.017641688235293884,JUMP
0.45205288823529344,BOMB
1.4368739882352948,BOMB
1.9209828882352937,JUMP
2.435051288235295,BOMB
3.436998488235295,BOMB
3.936673588235294,JUMP
4.436015388235294,BOMB
5.435650488235295,BOMB
5.9270058882352945,JUMP
6.436890288235293,BOMB
7.4380450882352935,BOMB
7.9371816882352935,JUMP
8.427001788235293,BOMB
9.404378488235293,BOMB
9.932713888235293,JUMP
10.452519188235295,BOMB
11.457316888235296,BOMB
11.937317588235294,JUMP
12.452488388235293,BOMB
13.419918988235294,BOMB
14.452857188235294,JUMP
14.920765888235293,DOWN
15.472342988235296,BOMB
15.926049788235295,JUMP
16.687603088235292,JUMP
16.903526788235297,DOWN
17.406229288235295,BOMB
17.93925868823529,JUMP
18.691006488235296,JUMP
18.970369188235296,DOWN
19.440818488235294,BOMB
19.940570088235297,JUMP
20.670948688235292,JUMP
20.955519588235298,DOWN
21.408637188235296,BOMB
21.955322288235294,JUMP
22.419386088235292,JUMP
22.970917388235293,DOWN
23.472379988235296,BOMB
23.925798188235298,JUMP
24.676474488235293,JUMP
24.904929288235294,DOWN
25.424323688235297,BOMB
25.9078645882353,JUMP
26.674421388235295,JUMP
26.904300588235294,DOWN
27.424675488235295,BOMB
27.954559288235295,JUMP
28.710333288235297,JUMP
28.941593388235297,DOWN
29.422005488235293,BOMB
29.9550660882353,JUMP
30.674885188235294,JUMP
30.938383988235294,DOWN
31.419187488235295,DOWN
31.942856288235298,JUMP
32.402131788235295,DOWN
32.67707518823529,JUMP
32.9539850882353,JUMP
33.4211055882353,DOWN
33.938137788235295,JUMP
34.43423958823529,DOWN
34.9058884882353,JUMP
35.4367997882353,DOWN
35.938972588235295,JUMP
36.4210094882353,DOWN
36.687719988235294,JUMP
36.9703097882353,JUMP
37.419920188235295,DOWN
37.9194496882353,JUMP
38.472030188235294,JUMP
38.97119408823529,DOWN
39.40340608823529,DOWN
39.9393484882353,JUMP
40.4377750882353,DOWN
40.692004788235295,JUMP
40.921820888235295,JUMP
41.436645188235296,DOWN
41.922563888235295,JUMP
42.436933788235294,DOWN
42.9531530882353,JUMP
43.420769488235294,DOWN
43.922095088235295,JUMP
44.4026738882353,DOWN
44.6884201882353,JUMP
44.9548622882353,JUMP
45.4359362882353,DOWN
45.92213628823529,JUMP
46.4218057882353,JUMP
46.937112688235295,DOWN
47.41908218823529,DOWN
47.9208348882353,JUMP
48.4033718882353,BOMB
48.9543711882353,BOMB
49.423184088235296,BOMB
49.9558589882353,BOMB
50.405546388235294,BOMB
50.9236317882353,BOMB
51.421179988235295,BOMB
51.94066878823529,JUMP
52.45639288823529,DOWN
52.921206788235295,JUMP
53.420570188235295,DOWN
53.9355721882353,JUMP
54.4220315882353,JUMP
54.9384340882353,DOWN
55.4181608882353,DOWN
55.93759528823529,JUMP
56.4212582882353,BOMB
56.95345348823529,BOMB
57.42275308823529,BOMB
57.9010548882353,BOMB
58.43831128823529,BOMB
58.9394430882353,BOMB
59.421534388235294,BOMB
59.93949278823529,JUMP
60.45602668823529,DOWN
60.92157868823529,JUMP
61.421513288235296,DOWN
61.97139988823529,JUMP
62.439288288235296,JUMP
62.95386588823529,DOWN
63.4579677882353,DOWN
63.91990908823529,JUMP
64.41998118823528,BOMB
64.94073128823528,JUMP
65.4055786882353,BOMB
65.91128638823528,JUMP
66.4413371882353,BOMB
66.95612858823529,JUMP
67.44207738823529,BOMB
67.95706778823529,JUMP
68.42182408823528,DOWN
68.9384101882353,JUMP
69.4554881882353,DOWN
69.90248978823529,JUMP
70.4559448882353,JUMP
70.97084478823528,BOMB
71.47007898823529,DOWN
71.93772258823529,JUMP
72.43739388823529,DOWN
72.95377798823529,JUMP
73.4538532882353,DOWN
73.95357688823529,JUMP
74.45576258823529,JUMP
74.95486898823529,BOMB
75.43737218823529,DOWN
75.96954488823529,JUMP
76.42483198823528,DOWN
76.9385590882353,JUMP
77.4229163882353,DOWN
77.94116798823529,JUMP
78.45965888823528,JUMP
78.9371422882353,BOMB
79.45308548823529,DOWN
79.93862338823529,JUMP
80.45452698823529,BOMB
80.92083828823529,JUMP
81.40256618823528,BOMB
81.9405022882353,JUMP
82.42250378823529,BOMB
82.97093058823529,JUMP
83.45535208823529,BOMB
