Time,Command
0.030858476470588148,JUMP
1.0150611764705877,BOMB
1.965488776470588,BOMB
2.970538176470588,JUMP
3.2477676764705885,BOMB
3.501916876470588,JUMP
3.997816876470588,DOWN
4.983635176470589,BOMB
5.9824083764705875,JUMP
6.980589376470588,BOMB
8.000276976470587,JUMP
8.232568876470587,BOMB
8.481348176470588,JUMP
8.997900676470588,DOWN
9.465739776470588,BOMB
9.981143676470587,JUMP
10.487951776470588,DOWN
10.965558376470588,DOWN
11.216012576470588,DOWN
11.987785276470587,JUMP
12.21818567647059,BOMB
12.465880176470588,DOWN
12.99887927647059,JUMP
13.49766327647059,DOWN
13.998023776470589,JUMP
14.232664776470589,BOMB
14.481676076470588,DOWN
14.98053187647059,JUMP
15.469309776470588,DOWN
15.966952776470588,JUMP
16.227949076470587,BOMB
16.517278276470588,DOWN
17.01434867647059,JUMP
17.46927517647059,DOWN
17.964402976470588,JUMP
18.218885576470587,BOMB
18.46650347647059,JUMP
18.999930076470587,DOWN
19.497902076470588,BOMB
20.016025976470587,JUMP
20.266261076470588,BOMB
20.50221117647059,DOWN
20.96553347647059,JUMP
21.51582037647059,DOWN
21.720128076470587,BOMB
21.981324776470586,JUMP
22.221949076470587,BOMB
22.49786937647059,DOWN
22.982964076470587,JUMP
23.518068876470586,DOWN
23.72039307647059,BOMB
23.964970776470587,JUMP
24.21869027647059,BOMB
24.467114976470587,DOWN
24.98215067647059,JUMP
25.517799976470588,DOWN
25.76638067647059,BOMB
26.00727117647059,JUMP
26.23486467647059,BOMB
26.48237117647059,DOWN
27.015324876470586,JUMP
27.51558587647059,DOWN
27.998001676470587,JUMP
28.505627376470585,JUMP
28.98248217647059,DOWN
29.216862976470587,DOWN
29.48220197647059,BOMB
29.98153917647059,JUMP
30.47146407647059,DOWN
30.965927676470585,JUMP
31.21775837647059,BOMB
31.516784776470587,DOWN
31.98240377647059,JUMP
32.473442876470585,DOWN
32.96495507647059,JUMP
33.22361397647059,BOMB
33.51580257647059,DOWN
33.997819176470585,JUMP
34.47391827647059,DOWN
34.966198876470585,JUMP
35.222294876470585,BOMB
35.465377476470586,DOWN
36.01342457647059,JUMP
36.50168487647059,DOWN
37.00212367647059,JUMP
37.23036677647059,BOMB
37.46837087647059,DOWN
38.014824976470585,JUMP
38.49929147647059,DOWN
38.999895576470585,JUMP
39.232022176470586,BOMB
39.48248917647059,DOWN
40.016068476470586,BOMB
40.49887567647059,JUMP
40.98212587647059,BOMB
41.48416687647059,JUMP
42.00295167647059,DOWN
42.48202317647059,JUMP
42.984404876470585,JUMP
43.51927107647059,DOWN
44.01589307647059,JUMP
44.47274527647059,JUMP
44.98279597647059,DOWN
45.46944617647059,BOMB
45.98399677647059,JUMP
46.47891477647059,JUMP
46.99736337647059,DOWN
47.47002857647059,BOMB
47.96530437647059,JUMP
48.517347676470585,JUMP
48.998616976470586,DOWN
49.49858757647059,BOMB
49.99550287647059,JUMP
50.48294597647059,JUMP
51.01508817647059,DOWN
51.50229147647059,BOMB
51.965101976470585,JUMP
52.501428476470586,BOMB
52.96641247647059,DOWN
53.500353476470586,BOMB
53.963442676470585,JUMP
54.483656476470586,BOMB
54.996951576470586,DOWN
55.49982617647059,BOMB
55.96599807647059,JUMP
56.46944887647059,JUMP
57.01396297647059,DOWN
57.48574407647059,DOWN
57.964390676470586,JUMP
58.49851017647059,BOMB
58.98030757647059,JUMP
59.51615567647059,BOMB
59.99838727647059,JUMP
60.48962227647059,BOMB
61.00070087647058,JUMP
61.534718176470584,DOWN
62.012790676470594,DOWN
62.48187967647059,BOMB
65.71751467647059,BOMB
66.1832398764706,DOWN
66.73515367647059,BOMB
67.21604397647059,JUMP
67.70251647647058,DOWN
68.2156153764706,JUMP
68.71520417647059,DOWN
68.94722447647058,BOMB
69.1987819764706,JUMP
69.68163737647058,DOWN
70.21610497647058,JUMP
70.71564607647059,DOWN
70.9638880764706,BOMB
71.18184017647059,JUMP
71.68269137647059,DOWN
72.2173392764706,JUMP
72.71567017647058,DOWN
72.94818897647059,BOMB
73.18204317647059,JUMP
73.68390457647058,DOWN
74.23214067647058,JUMP
74.73296207647059,DOWN
74.96431057647058,BOMB
75.21671277647059,JUMP
75.6725678764706,BOMB
76.1769880764706,DOWN
76.46908827647059,BOMB
76.7177030764706,DOWN
76.95338567647059,BOMB
77.2021340764706,JUMP
77.73715207647058,BOMB
78.18783267647058,DOWN
78.4416483764706,BOMB
78.68444117647059,DOWN
78.93746027647057,BOMB
79.18552697647058,JUMP
79.69241697647058,BOMB
80.18728877647058,DOWN
80.4358494764706,BOMB
80.6881301764706,DOWN
80.96565737647057,BOMB
81.2187203764706,DOWN
81.71690957647058,BOMB
82.2173947764706,DOWN
82.7160768764706,BOMB
